epoch,accuracy,loss,val_accuracy,val_loss
68,0.9925598,0.016514962476988634,0.93155867,0.2857641266451942
69,0.9919973,0.01733674962768361,0.9325617,0.28573429694882146
70,0.991898,0.017491356502213177,0.9316359,0.28805798601221155
71,0.99249333,0.01700440448309694,0.932716,0.285916394216043
72,0.99203044,0.01695015298882647,0.93364197,0.2859827666370957
73,0.9933863,0.014290390686974639,0.93271595,0.2920892538847747
74,0.9916337,0.017547389155342465,0.9311728,0.2906764441066318
75,0.9925264,0.016176551287727697,0.93310183,0.29073088853447526
76,0.99163365,0.016188644883888107,0.93325627,0.2929356850959636
77,0.9925265,0.016335773568541285,0.9342593,0.2925843307265529
78,0.9926917,0.015774977745281325,0.9324846,0.29644987649387783
79,0.99219555,0.018081700355036274,0.93287045,0.2922678115191283
80,0.9927579,0.015756023446068405,0.9327161,0.29634605403299685
81,0.9922618,0.016221367103594637,0.9320988,0.29467763393013563
82,0.9925926,0.017199419941457492,0.933179,0.29560548376154017
83,0.99222887,0.01653645459030356,0.9331791,0.2971122260446902
84,0.9925265,0.015094760642756545,0.9329476,0.29637937744458515
85,0.9927249,0.015738525111523887,0.93194443,0.29784351344461796
86,0.9930886,0.014631388833125432,0.9329476,0.29751413729455733
87,0.992328,0.015309732872992754,0.93317896,0.29924150859868087
88,0.9931549,0.014288063175858014,0.9329475,0.2998437448784157
89,0.99305564,0.014296835261796202,0.93186724,0.30691124664412606
90,0.9922947,0.017022407173164306,0.9319445,0.3048079921139611
91,0.99255955,0.015352902073590528,0.93194443,0.30757838774610446
92,0.99275804,0.014690862826648212,0.9324846,0.30447962328239725
93,0.9925265,0.015068688443935815,0.9333332,0.30705264254852577
94,0.9916334,0.015535185521557218,0.9322532,0.30802783833609687
95,0.99206346,0.01597008388193827,0.9319445,0.30515402113949813
96,0.9926255,0.015374196246857682,0.93356484,0.29924605312170804
97,0.99179894,0.01653643874303689,0.93371904,0.30141817927360537
98,0.9918651,0.015605360541551832,0.93179005,0.30211973587671914
99,0.992295,0.01601967407124383,0.9324846,0.30687733976929277
